250	145	20	-17	-5	-26	-26	-36	-43	-42	-20	-15
250	184	40	48	50	43	50	-17	19	54	14	2
250	62	-77	26	2	-8	-6	-19	-15	-26	-21	-32
250	164	-87	-87	-65	-26	-62	-68	-59	-74	-73	-75
250	168	-89	-78	-64	-42	-48	-20	-32	-26	-39	-37
250	176	-76	-83	-68	-67	-75	-74	-75	-71	-75	-74
250	183	0	-28	-82	-71	-53	-74	-72	-69	-70	-71
250	234	-60	21	44	-14	12	-42	-40	-26	-59	-45
250	237	22	31	38	34	41	43	34	38	26	33
250	284	-93	-83	-83	-67	-83	-83	-67	-50	-57	-47
250	315	-94	-85	-92	-84	-78	-84	-84	-92	-93	-81
250	320	-39	0	-26	-44	-32	-19	-25	-13	-23	-28
250	351	21	-2	-24	-20	-46	22	-62	-41	-55	-64
250	15	21	-12	27	30	-7	25	-19	-62	-58	-76
250	39	0	0	-21	-69	-78	-66	-75	0	-84	-68
250	40	-64	-61	-73	-62	-66	-41	-66	-66	-63	-56
250	41	22	10	0	9	10	-4	-32	-29	-6	-3
250	116	-72	-42	-40	-46	-37	-32	-41	-54	-45	-56
119	108	0	0	0	0	0	0	0	0	0	0
356	61	0	0	100	25	0	0	0	0	0	0
59	191	-50	-25	100	50	0	0	0	50	0	25
59	250	-25	0	0	-25	0	0	25	50	50	25
59	273	0	-50	0	0	50	-25	-50	0	-50	0
59	73	25	0	75	50	75	0	0	0	0	25
59	75	-50	-50	75	-50	-25	0	75	25	25	25
59	196	0	25	25	0	50	0	25	50	0	0
59	200	-25	-25	0	0	50	25	0	25	0	0
59	222	-25	0	0	25	50	0	0	25	25	0
59	235	-50	0	20	-25	50	0	25	50	40	30
59	326	-50	0	-25	0	50	75	50	-25	-25	0
59	330	50	50	75	50	100	-100	-100	-100	-100	-50
59	353	0	0	50	26	25	0	0	0	0	50
59	54	-50	0	25	25	50	0	-25	0	-50	-25
59	65	0	25	25	25	50	0	25	-25	-25	0
59	74	0	25	0	0	50	0	0	25	0	-25
59	85	0	0	0	0	50	0	50	25	50	75
59	91	-50	0	25	25	50	-25	-50	-50	-50	-25
59	118	0	0	50	25	50	0	25	0	0	25
268	157	1	7	16	14	14	14	43	36	34	30
268	184	48	48	-15	41	43	4	3	33	8	43
268	197	49	30	32	54	17	17	21	14	-7	46
268	224	9	26	30	32	28	17	16	-19	-18	-14
268	328	55	55	37	60	61	-26	-26	-27	-21	0
268	344	-34	-26	-35	-30	-9	41	42	38	18	28
268	13	25	-24	43	43	28	-7	-3	-27	-24	-14
268	15	2	3	69	73	73	1	1	-47	-52	-23
268	26	2	0	12	14	11	28	20	21	17	22
268	29	-39	-4	-41	16	25	4	29	32	33	45
268	33	-6	-6	-5	-1	0	5	21	25	25	34
268	41	4	3	6	11	24	8	13	19	-15	-3
268	55	1	1	-39	0	29	36	35	33	0	18
268	56	6	6	3	0	13	20	24	9	-2	14
268	98	65	57	59	59	61	-11	3	-11	-13	-7
268	108	11	16	20	18	21	16	18	17	10	1
268	113	9	6	7	4	9	8	8	4	0	24
268	115	10	7	1	11	13	5	21	23	22	36
220	43	40	60	40	70	39	0	0	0	0	0
220	169	70	60	20	70	75	0	0	-50	-40	0
220	178	-55	21	-20	-50	50	45	75	60	20	-50
220	182	0	-60	70	-50	85	50	25	-75	-85	40
220	265	-15	25	-30	0	70	-20	0	80	65	80
220	30	20	0	90	75	20	0	0	-40	-40	0
220	96	-40	0	-20	-20	-30	25	70	25	10	55
220	124	-20	20	85	90	30	39	0	0	0	-60
220	179	30	30	70	65	25	0	0	-15	0	25
220	220	-40	-20	0	40	0	55	70	50	0	20
220	224	-40	-50	-15	-20	30	70	45	20	0	30
220	256	0	40	30	70	50	40	50	30	-20	20
220	264	0	0	-50	30	-20	60	70	50	-25	-25
220	297	21	35	-20	40	70	70	0	60	20	75
