1	91	2
1	330	2
1	45	2
1	366	2
1	227	2
1	36	2
1	7	2
1	558	2
1	149	2
1	358	2
1	182	2
1	54	2
1	329	2
1	107	2
1	14	2
1	140	2
1	68	2
1	422	2
1	444	2
1	266	2
1	78	2
1	62	2
1	327	2
1	157	2
1	26	2
1	401	2
1	263	2
1	202	2
2	377	3
2	311	3
2	365	3
2	537	3
2	512	3
2	159	3
2	384	3
2	514	3
2	89	3
2	455	3
2	182	3
2	485	3
2	416	3
2	439	3
2	389	3
2	376	3
2	353	3
2	265	3
2	205	3
2	326	3
2	460	3
2	520	3
2	314	3
2	98	3
2	138	3
2	59	3
2	491	3
3	242	4
3	88	4
3	268	4
3	181	4
3	123	4
3	276	4
3	294	4
3	331	4
3	161	4
3	295	4
3	19	4
3	390	4
3	46	4
3	40	4
3	339	4
3	183	4
3	550	4
3	192	4
3	43	4
3	125	4
3	460	4
3	198	4
3	511	4
3	17	4
3	171	4
3	445	4
3	259	4
3	371	4
4	203	5
4	234	5
4	8	5
4	561	5
4	442	5
4	206	5
4	346	5
4	56	5
4	496	5
4	354	5
4	530	5
4	182	5
4	100	5
4	523	5
4	380	5
4	101	5
4	169	5
4	538	5
4	420	5
4	153	5
4	369	5
4	171	5
4	138	5
4	230	5
4	23	5
4	296	5
5	499	6
5	403	6
5	350	6
5	510	6
5	71	6
5	44	6
5	370	6
5	435	6
5	335	6
5	251	6
5	142	6
5	213	6
5	384	6
5	165	6
5	333	6
5	496	6
5	402	6
5	536	6
5	439	6
5	380	6
5	303	6
5	144	6
5	168	6
5	105	6
5	436	6
5	296	6
6	150	7
6	154	7
6	299	7
6	61	7
6	432	7
6	127	7
6	443	7
6	558	7
6	19	7
6	318	7
6	214	7
6	63	7
6	527	7
6	496	7
6	379	7
6	483	7
6	247	7
6	54	7
6	131	7
6	424	7
6	352	7
6	444	7
6	133	7
6	15	7
6	498	7
7	262	8
7	284	8
7	234	8
7	494	8
7	268	8
7	318	8
7	271	8
7	279	8
7	468	8
7	390	8
7	528	8
7	438	8
7	107	8
7	58	8
7	410	8
7	84	8
7	68	8
7	481	8
7	144	8
7	78	8
7	67	8
7	157	8
7	450	8
7	98	8
7	412	8
7	341	8
8	262	9
8	499	9
8	242	9
8	233	9
8	154	9
8	61	9
8	321	9
8	88	9
8	355	9
8	227	9
8	464	9
8	289	9
8	532	9
8	529	9
8	375	9
8	206	9
8	562	9
8	471	9
8	524	9
8	224	9
8	422	9
8	542	9
8	400	9
8	486	9
8	419	9
8	560	9
8	185	9
8	478	9
8	465	9
9	504	10
9	236	10
9	188	10
9	309	10
9	251	10
9	549	10
9	66	10
9	24	10
9	302	10
9	387	10
9	165	10
9	346	10
9	21	10
9	349	10
9	530	10
9	482	10
9	297	10
9	411	10
9	329	10
9	362	10
9	556	10
9	208	10
9	419	10
9	67	10
9	15	10
9	156	10
10	109	11
10	50	11
10	356	11
10	382	11
10	335	11
10	102	11
10	563	11
10	290	11
10	256	11
10	514	11
10	51	11
10	527	11
10	40	11
10	329	11
10	85	11
10	129	11
10	288	11
10	400	11
10	155	11
10	245	11
10	453	11
10	478	11
10	135	11
10	396	11
10	164	11
11	232	12
11	219	12
11	477	12
11	50	12
11	292	12
11	218	12
11	547	12
11	336	12
11	5	12
11	66	12
11	540	12
11	558	12
11	25	12
11	165	12
11	63	12
11	441	12
11	495	12
11	434	12
11	545	12
11	389	12
11	556	12
11	237	12
11	348	12
11	538	12
11	82	12
11	463	12
11	166	12
11	141	12
12	242	13
12	104	13
12	45	13
12	366	13
12	549	13
12	173	13
12	512	13
12	423	13
12	161	13
12	149	13
12	25	13
12	191	13
12	471	13
12	339	13
12	421	13
12	545	13
12	361	13
12	525	13
12	533	13
12	252	13
12	376	13
12	121	13
12	348	13
12	176	13
12	15	13
12	286	13
12	450	13
12	293	13
13	174	14
13	234	14
13	217	14
13	242	14
13	435	14
13	275	14
13	106	14
13	423	14
13	540	14
13	395	14
13	385	14
13	529	14
13	562	14
13	471	14
13	351	14
13	388	14
13	84	14
13	550	14
13	28	14
13	327	14
13	97	14
13	518	14
13	259	14
13	39	14
13	345	14
14	109	15
14	158	15
14	234	15
14	299	15
14	276	15
14	66	15
14	250	15
14	395	15
14	372	15
14	256	15
14	379	15
14	114	15
14	402	15
14	99	15
14	461	15
14	129	15
14	288	15
14	539	15
14	430	15
14	34	15
14	433	15
14	314	15
14	185	15
14	401	15
14	342	15
14	396	15
14	493	15
15	184	16
15	350	16
15	122	16
15	378	16
15	330	16
15	216	16
15	337	16
15	227	16
15	123	16
15	173	16
15	512	16
15	36	16
15	385	16
15	529	16
15	349	16
15	175	16
15	54	16
15	12	16
15	68	16
15	551	16
15	433	16
15	453	16
15	38	16
15	157	16
15	465	16
15	450	16
15	518	16
15	141	16
16	215	17
16	285	17
16	330	17
16	292	17
16	449	17
16	41	17
16	399	17
16	415	17
16	10	17
16	271	17
16	238	17
16	360	17
16	416	17
16	515	17
16	211	17
16	269	17
16	75	17
16	470	17
16	28	17
16	60	17
16	26	17
16	273	17
16	98	17
16	59	17
16	23	17
16	345	17
17	122	18
17	398	18
17	79	18
17	268	18
17	435	18
17	35	18
17	384	18
17	442	18
17	373	18
17	295	18
17	280	18
17	56	18
17	349	18
17	175	18
17	99	18
17	69	18
17	152	18
17	386	18
17	87	18
17	118	18
17	511	18
17	38	18
17	105	18
17	171	18
17	445	18
17	95	18
17	340	18
18	249	19
18	242	19
18	71	19
18	218	19
18	227	19
18	507	19
18	36	19
18	529	19
18	503	19
18	279	19
18	530	19
18	545	19
18	542	19
18	348	19
18	278	19
18	472	19
18	82	19
18	176	19
18	511	19
18	128	19
18	447	19
18	39	19
18	531	19
19	403	20
19	217	20
19	398	20
19	409	20
19	480	20
19	382	20
19	443	20
19	399	20
19	66	20
19	281	20
19	415	20
19	18	20
19	206	20
19	434	20
19	83	20
19	521	20
19	49	20
19	542	20
19	179	20
19	386	20
19	195	20
19	153	20
19	304	20
19	371	20
19	413	20
19	328	20
20	284	21
20	509	21
20	217	21
20	91	21
20	233	21
20	236	21
20	260	21
20	366	21
20	127	21
20	159	21
20	563	21
20	206	21
20	214	21
20	451	21
20	277	21
20	434	21
20	194	21
20	163	21
20	521	21
20	101	21
20	119	21
20	228	21
20	347	21
20	72	21
20	230	21
20	274	21
21	209	22
21	504	22
21	233	22
21	79	22
21	292	22
21	61	22
