    41.000    -0.175    -0.834    -0.795    -0.702     0.512    -0.015    -0.883    -1.423    -0.139     0.003    -1.034    -1.438    -0.456    -0.204    -1.108    -1.928     0.013    -0.392    -0.997    -1.580     0.512     0.241    -0.860    -1.843     0.251    -0.246    -1.032    -1.754     0.192     0.206    -0.446    -0.421     1.271     1.448    -0.801     0.683     0.252     0.255    -0.852
    42.000    -0.392    -0.850     0.083     0.033     0.514     0.319     0.127    -0.006    -0.214    -0.454    -0.213    -0.334     0.913     1.222     0.011     0.945    -0.199    -0.505    -0.103    -0.206    -0.181    -0.613    -0.226    -0.647    -0.445    -0.612    -0.225    -0.574    -0.593     0.133    -0.414    -0.788    -0.202     0.366    -0.193    -0.469    -0.474    -0.720     0.019
    43.000    -0.759    -0.829     0.821     1.513     0.449     0.701     0.369     0.581    -0.257    -0.644    -0.087    -0.789     1.518     1.746     0.211    -0.882    -0.335    -0.408     0.235     0.186    -0.533    -0.893     0.004    -1.109    -0.850    -0.681    -0.066    -0.604    -0.915    -0.156    -0.148    -1.446    -0.494     0.069     0.189    -0.308    -0.842    -1.002     0.446
    44.000     1.174     1.308     0.185    -0.541     0.869     0.950     0.580     0.789     3.578     3.060     0.685     1.372    -0.383    -0.533     0.514     1.020     4.192     4.171     0.467     0.620     4.549     4.900     0.438     0.504     3.923     3.745     0.469     0.666     3.288     3.260     0.466     0.320     1.262     1.018     0.365     0.527     2.945     2.843     0.181
    45.000     0.019     0.270    -3.238    -0.094     0.710     0.869    -3.319    -0.283     0.146    -0.013    -2.739     0.483     0.118    -0.298    -3.312     0.643     0.035     0.205    -3.184     0.299     0.978     1.013    -3.120     0.324    -0.037    -0.058    -2.737    -0.134     1.255     0.481    -2.493     0.217     0.937     0.446    -2.826     0.754     0.241     0.353    -3.302
    46.000    -0.010    -0.167     0.727     1.443    -0.105    -0.352     0.476     0.048    -0.036    -0.089     1.170     1.779     0.347     0.570     0.841     1.607     0.033    -0.140     0.732     1.714    -0.122    -0.454     0.653     1.473    -0.208    -0.384     0.732     1.083    -0.195     0.280     0.119    -0.160    -0.208     0.128     0.454     1.709    -0.540    -0.591     0.604
    47.000    -0.069     0.051     0.205    -0.386    -0.864    -0.985     0.261    -0.045    -0.119     0.043     0.340    -0.054    -0.249    -0.212     0.257    -0.068    -0.042    -0.045     0.371     0.152    -0.650    -0.792     0.263    -0.284    -0.279    -0.324     0.367     0.125    -0.777    -0.643     0.444    -0.774    -0.037    -0.078     0.214    -0.547    -0.392    -0.478     0.345
    48.000     0.419    -0.897     0.633     0.424     0.658    -0.529     0.963     1.043    -0.118    -0.033     0.600    -0.636    -0.428     0.060     0.599    -0.406     0.100    -0.719     0.718     0.001     0.597     0.007     0.530    -0.460     0.452    -0.460     0.671    -0.299     0.118     0.775     0.286    -1.160     0.445     1.024     0.423    -1.016     0.342    -0.095     0.646
    49.000    -0.639    -0.561     0.667     0.547     0.977     0.914     0.673     0.714     0.490     0.575     0.473    -0.252    -1.265    -0.817     0.637    -0.119     0.599     0.592     0.690     0.673     1.516     1.840     0.717     0.832     0.876     0.684     0.563     0.378     1.367     0.161     0.714    -0.586     2.761     2.210     0.549    -0.312     0.376     1.350     0.566
    50.000    -1.143    -0.807     0.305    -0.423     0.381     1.101     0.301    -0.027    -0.302    -0.844     0.378    -0.257     2.151     2.295     0.120    -1.006    -0.476    -0.307     0.374     0.134    -0.901    -1.185     0.386     0.519    -1.273    -0.753     0.434     0.360    -1.251    -0.459     0.466     0.142    -0.799    -0.241     0.248     0.516    -1.227    -1.298     0.415
    51.000    -0.883    -0.822     0.507    -0.056     0.427     0.831     0.359     0.317    -0.271    -0.709     0.826     1.209     1.723     1.924     0.538     0.483    -0.380    -0.376     0.569     0.628    -0.652    -0.988     0.474     0.929    -0.987    -0.705     0.666     0.958    -1.024    -0.254     0.564     0.636    -0.593    -0.031     0.089     0.211    -0.967    -1.098     0.498
    52.000     1.375     1.201    -3.715    -3.150    -1.358    -1.351    -3.356    -1.923     0.913     0.826    -3.767    -0.730    -1.254    -1.069    -3.915    -2.133     1.095     0.948    -3.462    -2.123     0.054     0.042    -3.624    -1.449     1.204     1.192    -3.400    -1.074     0.798     1.109    -3.724    -0.001    -1.221    -1.220    -3.245    -3.427     1.435     1.203    -3.357
    53.000    -1.870    -0.542     1.122     1.000     1.555     1.168     1.117     1.324    -0.759    -0.444     1.106     1.350     0.264    -0.683     1.288     1.226    -1.061    -0.914     1.105     0.917    -0.803     0.371     1.020     0.251    -0.494    -0.301     1.044     0.687    -0.531     1.047     1.177     0.885     0.444     0.601     1.014    -0.346    -0.692    -0.327     1.023
    54.000     0.111    -0.879     0.143    -0.640     0.603    -0.207     0.314    -0.481    -0.155    -0.193     0.731     0.452     0.081     0.501     0.647    -0.095    -0.014    -0.638     0.393    -0.371     0.301    -0.228     0.569     0.045     0.111    -0.518     0.614     0.833    -0.152     0.531     0.829    -0.171     0.199     0.774     0.697    -0.865     0.032    -0.332     0.423
    55.000     1.149     1.346     0.191    -0.050    -1.262    -1.031     0.195    -0.096     0.966     1.174     0.655     1.291    -0.504    -0.684     0.057     0.433    -0.099     0.181     0.297     0.356    -0.649    -0.174     0.275     0.466     1.146     1.292     0.352     0.123    -1.274    -1.351     0.240     1.317    -2.064    -2.157    -0.222    -0.685     0.148     0.374     0.149
    56.000     0.590     0.842     0.006    -0.061     1.452     1.367     0.075     0.198     0.643     0.894    -0.152    -0.822    -0.213    -0.012     0.343     0.921     1.242     1.355     0.143     0.343     2.583     2.895     0.178     0.513     1.055     1.277    -0.014    -0.213     0.834     0.733     0.018    -0.734     1.503     0.987     0.525     1.000     0.898     1.179     0.064
    57.000     1.073     1.167     0.608     0.542    -1.503    -1.339     0.583     0.511     0.100     0.348     0.428     0.184    -1.558    -1.801     0.207    -0.518     0.363     0.576     0.677     1.062     0.039     0.589     0.617     0.964     1.405     1.674     0.700     1.104     0.364    -0.093     0.683     0.333    -0.976    -1.200     0.341    -0.797     1.006     1.199     0.646
    58.000    -1.039    -0.047    -0.767    -1.181    -0.048     0.542    -0.805    -0.837     0.091    -0.807    -0.519     0.261     0.132     0.410    -0.345    -0.771    -1.013    -0.234    -0.773    -0.802     0.330     0.929    -0.887    -0.809    -0.841    -0.480    -0.758    -0.318    -0.025     1.101    -1.156    -1.110     0.563     1.743    -1.147    -0.458    -0.065    -0.291    -0.826
    59.000     0.757     1.016    -3.908     0.836    -0.689    -0.449    -4.219     0.469     0.427     0.499    -3.783    -1.383    -1.474    -1.376    -4.036     0.368     0.608     0.825    -3.481    -0.229     0.118     0.351    -3.342    -0.220     0.692     0.878    -3.250    -0.461     1.082     0.806    -3.783    -0.858    -0.650    -1.013    -3.189     0.969     0.877     0.986    -3.451
    60.000    -1.272    -0.603    -0.077     0.151    -0.046     0.681    -0.193    -0.451    -0.796    -0.523    -0.137    -0.414     0.204     0.018    -0.130    -0.534    -1.012    -0.580    -0.212    -0.511    -0.951    -0.720    -0.253    -0.492    -0.654    -0.233    -0.198    -0.166    -0.955    -1.524    -0.344    -0.702    -0.442    -0.598    -0.251     0.313    -0.260    -0.205    -0.120
    61.000    -0.607    -0.838     1.067     0.608     0.476     0.543     1.064     1.120    -0.239    -0.566     1.070     0.757     1.267     1.529     1.141     1.221    -0.279    -0.448     1.110     1.251    -0.388    -0.777     1.115     1.340    -0.682    -0.653     1.152     1.050    -0.782    -0.036     0.615     0.260    -0.373     0.192     1.002     1.214    -0.690    -0.886     1.181
    62.000    -0.945    -0.533    -0.934     0.670    -0.065     0.234    -0.572     1.031    -0.039     0.163    -1.840     0.037    -0.188    -0.480    -1.148     1.100     0.095     0.325    -1.257     0.968     0.114     0.379    -1.368     0.558    -0.271    -0.055    -1.379     0.483     0.699     1.021    -1.888    -1.494     0.858     0.531    -1.553    -0.293     0.347     0.442    -0.879
    63.000    -0.386    -0.646    -0.219     0.000     0.421     0.422    -0.304    -0.252    -0.878    -1.210     0.127     0.389    -0.221    -0.551    -0.138    -1.505    -0.682    -1.465    -0.310    -0.870     0.567    -0.392    -0.129    -0.434    -0.512    -1.422    -0.399    -1.015     0.493    -1.776     0.497     1.137     1.049    -0.176     0.099     0.090     0.196    -0.711    -0.124
    64.000     0.419    -0.897     0.558     0.328     0.658    -0.529     0.584     0.520    -0.118    -0.033     0.874     0.588    -0.428     0.060     0.546     0.511     0.100    -0.719     0.797     0.987     0.597     0.007     0.652     0.701     0.452    -0.460     0.785     0.573     0.118     0.775     0.478     0.144     0.445     1.024     0.437     0.319     0.342    -0.095     0.524
    65.000     3.187     3.066     0.236    -0.076    -2.381    -2.047     0.355     0.131     4.848     4.504     0.389     0.899    -1.917    -2.157     0.144     1.517     4.510     4.371     0.306     0.728     2.104     2.514     0.244     0.451     4.140     4.079     0.388     0.436     1.333     1.048    -0.236    -0.004    -0.744    -1.009    -0.063     0.932     3.839     3.721     0.288
    66.000     0.578     0.859    -0.147    -0.021    -1.365    -0.946    -0.207    -0.421    -0.111     0.145    -0.489    -1.268    -1.084    -1.411    -0.273    -1.282    -0.035     0.184    -0.247    -0.745    -1.170    -0.918    -0.280    -1.283     0.237     0.437    -0.303    -0.857    -0.931    -1.184    -0.186    -0.825    -0.257    -0.609    -0.142    -0.425     1.247     1.244    -0.064
    67.000    -1.764    -1.239    -1.078    -1.506    -0.328     0.048    -1.100    -1.289    -1.917    -1.382    -1.011    -1.513     0.438     0.084    -0.994    -2.069    -2.225    -1.779    -1.127    -1.875    -1.888    -1.300    -1.049    -1.853    -1.800    -1.438    -1.044    -1.592    -1.571    -2.036    -0.999    -0.742     0.624     0.248    -1.055    -1.372    -1.571    -1.333    -0.994
    68.000     0.030     0.149     1.044     1.616    -0.040    -0.305     0.947     1.197     0.352     0.525     0.775     0.249    -0.929    -0.650     0.865     1.047     0.495     0.462     1.000     1.355     0.753     0.795     0.911     1.102     0.544     0.302     0.877     0.681     0.890     0.376     0.769     0.339     1.242     0.986     0.998     1.556    -0.099     0.469     0.917
    69.000    -1.119    -0.860     0.408     0.276    -0.106     1.034     0.479     0.501    -0.427     1.225     0.501     0.032     0.420     0.467     0.572     0.528    -0.715    -0.596     0.438    -0.067     0.398     0.087     0.213    -0.669    -0.596     0.029     0.553     0.512     0.079     0.719     0.042    -0.331     1.204     0.420    -0.003    -0.088    -0.421    -0.387     0.391
    70.000     0.419    -0.897    -1.311    -1.973     0.658    -0.529    -1.289    -2.173    -0.118    -0.033    -1.497    -1.596    -0.428     0.060    -1.417    -1.080     0.100    -0.719    -1.482    -2.235     0.597     0.007    -1.322    -2.796     0.452    -0.460    -1.754    -3.483     0.118     0.775    -0.992    -2.098     0.445     1.024    -1.155     2.472     0.342    -0.095    -1.333
    71.000    -0.281     0.293     0.358    -0.126    -0.586    -0.242     0.467    -0.125     0.016    -0.125     0.402    -0.850     0.834     0.891     0.299    -1.389    -0.008     0.224     0.478    -0.582    -0.574    -0.744     0.560    -0.290    -0.623    -0.336     0.768     0.796    -0.392    -0.031     0.807     0.377    -0.618    -0.435     0.599    -0.144    -1.096    -0.903     0.472
    72.000    -0.350     0.065    -0.955    -0.441     0.439     0.807    -0.750     0.360     0.443     0.405    -0.664     0.783     0.798     0.685    -0.666     0.115    -0.222     0.140    -0.794     0.127     1.948     1.905    -0.609     0.291     0.108     0.272    -0.611     0.520    -0.521    -0.528    -0.195     1.016     0.709     0.593    -0.357     1.208     0.293     0.205    -1.007
    73.000    -1.614    -1.251    -2.072    -1.787     0.954     0.991    -2.082    -2.389    -1.451    -1.305    -1.943    -2.209     0.827     0.793    -1.794    -3.322    -1.723    -1.600    -1.911    -3.020    -0.248    -0.247    -2.018    -2.435    -1.345    -1.159    -1.965    -2.353     0.459     0.395    -1.924    -1.118     0.766     0.688    -2.366    -2.707    -1.500    -1.302    -1.914
    74.000     1.999     1.923     0.072     0.087    -1.688    -1.715     0.143     0.275     0.635     0.696     0.051     0.064    -2.661    -2.374    -0.125    -0.891     0.944     0.840     0.138    -0.070    -0.110     0.013    -0.037    -0.187     1.267     1.319     0.109     0.173     1.126     1.378     0.163     0.703    -2.042    -2.244    -0.217    -0.997     1.839     1.636     0.110
    75.000     1.375     1.433     0.407     0.331    -0.664    -0.769     0.477     0.771     1.468     1.528     0.747     1.713    -0.277    -0.294     0.583     1.268     1.934     1.983     0.597     1.228     0.410     0.826     0.577     1.279     1.634     1.902     0.739     1.559    -0.931    -0.821     0.476     0.878    -1.146    -1.149     0.491     0.480     1.811     1.848     0.433
    76.000     1.220     1.400    -3.309    -1.378    -1.712    -1.440    -3.598    -1.017     0.415     0.203    -3.907    -1.152    -0.555    -0.895    -3.420    -0.715    -0.166    -0.089    -3.543    -1.417    -0.818    -0.477    -3.756    -0.983    -0.324     0.054    -3.876    -1.350    -0.814    -1.421    -3.751    -1.330    -0.659    -0.554    -3.044    -0.866     0.016    -0.057    -3.680
    77.000    -0.659     0.237     0.473     0.249     0.602     1.580     0.499     0.345    -0.425     0.645     0.783     0.845     0.664     0.000     0.638     0.109    -0.492     0.520     0.634     0.644     0.575     2.043     0.640     0.315    -0.395     0.453     0.683     0.537     0.191     0.009     0.517     0.309     1.035     0.893     0.605     0.040    -0.333     0.767     0.648
